control,tf,tipo,direccion,confirmation_time_utc,bar_index_local,nivel,zone_high,source_close,detector_object_id,occurrence_id
B,M1,CHOCH,1,2026-08-24T12:03:00+00:00,11007,1.16651,,1.16655,,M1|CHOCH|2026-08-24T12:03:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T12:34:00+00:00,11038,1.16629,,1.16621,,M1|CHOCH|2026-08-24T12:34:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T12:39:00+00:00,11043,1.1662,,1.16621,,M1|CHOCH|2026-08-24T12:39:00+00:00|1
B,M1,CHOCH,1,2026-08-24T12:44:00+00:00,11048,1.1662,,1.16622,,M1|CHOCH|2026-08-24T12:44:00+00:00|1
B,M1,CHOCH,1,2026-08-24T14:04:00+00:00,11128,1.16641,,1.16642,,M1|CHOCH|2026-08-24T14:04:00+00:00|1
B,M1,CHOCH,1,2026-08-24T14:06:00+00:00,11130,1.16641,,1.16642,,M1|CHOCH|2026-08-24T14:06:00+00:00|1
B,M1,CHOCH,1,2026-08-24T14:13:00+00:00,11137,1.16641,,1.16652,,M1|CHOCH|2026-08-24T14:13:00+00:00|1
B,M1,CHOCH,1,2026-08-24T14:18:00+00:00,11142,1.16641,,1.16651,,M1|CHOCH|2026-08-24T14:18:00+00:00|1
B,M1,CHOCH,1,2026-08-24T14:35:00+00:00,11159,1.16665,,1.16675,,M1|CHOCH|2026-08-24T14:35:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T14:40:00+00:00,11164,1.16683,,1.16664,,M1|CHOCH|2026-08-24T14:40:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T14:46:00+00:00,11170,1.1666,,1.16663,,M1|CHOCH|2026-08-24T14:46:00+00:00|1
B,M1,CHOCH,1,2026-08-24T14:54:00+00:00,11178,1.1666,,1.16664,,M1|CHOCH|2026-08-24T14:54:00+00:00|1
B,M1,CHOCH,1,2026-08-24T15:00:00+00:00,11184,1.1666,,1.16668,,M1|CHOCH|2026-08-24T15:00:00+00:00|1
B,M1,CHOCH,1,2026-08-24T15:36:00+00:00,11220,1.167,,1.16708,,M1|CHOCH|2026-08-24T15:36:00+00:00|1
B,M1,CHOCH,1,2026-08-24T15:42:00+00:00,11226,1.167,,1.1672,,M1|CHOCH|2026-08-24T15:42:00+00:00|1
B,M1,CHOCH,1,2026-08-24T15:52:00+00:00,11236,1.167,,1.16707,,M1|CHOCH|2026-08-24T15:52:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T15:58:00+00:00,11242,1.16698,,1.16692,,M1|CHOCH|2026-08-24T15:58:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T16:07:00+00:00,11251,1.16698,,1.16694,,M1|CHOCH|2026-08-24T16:07:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T16:09:00+00:00,11253,1.16695,,1.16702,,M1|CHOCH|2026-08-24T16:09:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T17:17:00+00:00,11321,1.16668,,1.16645,,M1|CHOCH|2026-08-24T17:17:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T17:47:00+00:00,11351,1.16693,,1.16699,,M1|CHOCH|2026-08-24T17:47:00+00:00|1
B,M1,CHOCH,-1,2026-08-24T17:51:00+00:00,11355,1.1668,,1.16662,,M1|CHOCH|2026-08-24T17:51:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T18:06:00+00:00,11370,1.1668,,1.16673,,M1|CHOCH|2026-08-24T18:06:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T18:09:00+00:00,11373,1.1668,,1.16679,,M1|CHOCH|2026-08-24T18:09:00+00:00|-1
B,M1,CHOCH,-1,2026-08-24T18:15:00+00:00,11379,1.1668,,1.16678,,M1|CHOCH|2026-08-24T18:15:00+00:00|-1
B,M1,CHOCH,1,2026-08-24T18:47:00+00:00,11411,1.16683,,1.16689,,M1|CHOCH|2026-08-24T18:47:00+00:00|1
B,M1,CHOCH,1,2026-08-24T19:04:00+00:00,11428,1.16683,,1.16684,,M1|CHOCH|2026-08-24T19:04:00+00:00|1
B,M1,CHOCH,1,2026-08-24T19:13:00+00:00,11437,1.16683,,1.16686,,M1|CHOCH|2026-08-24T19:13:00+00:00|1
B,M1,MSS,-1,2026-08-24T00:41:00+00:00,10325,1.16777,,1.16777,,M1|MSS|2026-08-24T00:41:00+00:00|-1
B,M1,MSS,-1,2026-08-24T01:36:00+00:00,10380,1.16768,,1.16768,,M1|MSS|2026-08-24T01:36:00+00:00|-1
B,M1,MSS,-1,2026-08-24T03:22:00+00:00,10486,1.1684,,1.1684,,M1|MSS|2026-08-24T03:22:00+00:00|-1
B,M1,MSS,1,2026-08-24T04:45:00+00:00,10569,1.16785,,1.16785,,M1|MSS|2026-08-24T04:45:00+00:00|1
B,M1,MSS,1,2026-08-24T05:57:00+00:00,10641,1.16828,,1.16828,,M1|MSS|2026-08-24T05:57:00+00:00|1
B,M1,MSS,-1,2026-08-24T08:05:00+00:00,10769,1.16809,,1.16809,,M1|MSS|2026-08-24T08:05:00+00:00|-1
B,M1,MSS,-1,2026-08-24T09:07:00+00:00,10831,1.16788,,1.16788,,M1|MSS|2026-08-24T09:07:00+00:00|-1
B,M1,MSS,1,2026-08-24T11:40:00+00:00,10984,1.16645,,1.16645,,M1|MSS|2026-08-24T11:40:00+00:00|1
B,M1,MSS,-1,2026-08-24T13:40:00+00:00,11104,1.16644,,1.16644,,M1|MSS|2026-08-24T13:40:00+00:00|-1
B,M1,MSS,-1,2026-08-24T14:03:00+00:00,11127,1.16637,,1.16637,,M1|MSS|2026-08-24T14:03:00+00:00|-1
B,M1,MSS,-1,2026-08-24T14:34:00+00:00,11158,1.16658,,1.16658,,M1|MSS|2026-08-24T14:34:00+00:00|-1
B,M1,MSS,-1,2026-08-24T15:34:00+00:00,11218,1.16694,,1.16694,,M1|MSS|2026-08-24T15:34:00+00:00|-1
B,M1,MSS,-1,2026-08-24T16:28:00+00:00,11272,1.16713,,1.16713,,M1|MSS|2026-08-24T16:28:00+00:00|-1
B,M1,DISPLACEMENT,1,2026-08-24T00:06:00+00:00,10290,1.16757,1.16768,1.16768,,M1|DISPLACEMENT|2026-08-24T00:06:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T00:20:00+00:00,10304,1.16771,1.1678,1.1678,,M1|DISPLACEMENT|2026-08-24T00:20:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T00:33:00+00:00,10317,1.16775,1.16781,1.16781,,M1|DISPLACEMENT|2026-08-24T00:33:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T01:03:00+00:00,10347,1.16734,1.1676,1.1676,,M1|DISPLACEMENT|2026-08-24T01:03:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T01:31:00+00:00,10375,1.16788,1.16798,1.16796,,M1|DISPLACEMENT|2026-08-24T01:31:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T02:45:00+00:00,10449,1.16752,1.16762,1.16761,,M1|DISPLACEMENT|2026-08-24T02:45:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T02:53:00+00:00,10457,1.16778,1.16788,1.16787,,M1|DISPLACEMENT|2026-08-24T02:53:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T03:50:00+00:00,10514,1.16827,1.16842,1.16842,,M1|DISPLACEMENT|2026-08-24T03:50:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T04:49:00+00:00,10573,1.16785,1.16802,1.168,,M1|DISPLACEMENT|2026-08-24T04:49:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T04:51:00+00:00,10575,1.16806,1.16822,1.16818,,M1|DISPLACEMENT|2026-08-24T04:51:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T05:45:00+00:00,10629,1.16803,1.16815,1.16813,,M1|DISPLACEMENT|2026-08-24T05:45:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T05:55:00+00:00,10639,1.16801,1.16817,1.16814,,M1|DISPLACEMENT|2026-08-24T05:55:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T09:49:00+00:00,10873,1.16759,1.16775,1.16774,,M1|DISPLACEMENT|2026-08-24T09:49:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T10:30:00+00:00,10914,1.16735,1.16759,1.16757,,M1|DISPLACEMENT|2026-08-24T10:30:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T11:43:00+00:00,10987,1.16641,1.16662,1.1666,,M1|DISPLACEMENT|2026-08-24T11:43:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T13:19:00+00:00,11083,1.16645,1.16666,1.1666,,M1|DISPLACEMENT|2026-08-24T13:19:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T14:35:00+00:00,11159,1.16655,1.16675,1.16675,,M1|DISPLACEMENT|2026-08-24T14:35:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T15:17:00+00:00,11201,1.16646,1.16678,1.16673,,M1|DISPLACEMENT|2026-08-24T15:17:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T15:34:00+00:00,11218,1.16653,1.16699,1.16694,,M1|DISPLACEMENT|2026-08-24T15:34:00+00:00|1
B,M1,DISPLACEMENT,1,2026-08-24T17:14:00+00:00,11318,1.16642,1.16683,1.1668,,M1|DISPLACEMENT|2026-08-24T17:14:00+00:00|1
B,M1,DISPLACEMENT,-1,2026-08-24T00:32:00+00:00,10316,1.16775,1.16782,1.16775,,M1|DISPLACEMENT|2026-08-24T00:32:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T00:37:00+00:00,10321,1.16779,1.16783,1.16779,,M1|DISPLACEMENT|2026-08-24T00:37:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T01:02:00+00:00,10346,1.16727,1.16761,1.16734,,M1|DISPLACEMENT|2026-08-24T01:02:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T01:32:00+00:00,10376,1.16781,1.16796,1.16782,,M1|DISPLACEMENT|2026-08-24T01:32:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T02:34:00+00:00,10438,1.16751,1.16758,1.16752,,M1|DISPLACEMENT|2026-08-24T02:34:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T02:38:00+00:00,10442,1.16756,1.16763,1.16756,,M1|DISPLACEMENT|2026-08-24T02:38:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T06:12:00+00:00,10656,1.16791,1.16807,1.16794,,M1|DISPLACEMENT|2026-08-24T06:12:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T07:05:00+00:00,10709,1.16779,1.16794,1.16779,,M1|DISPLACEMENT|2026-08-24T07:05:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T07:10:00+00:00,10714,1.1676,1.16772,1.1676,,M1|DISPLACEMENT|2026-08-24T07:10:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T10:44:00+00:00,10928,1.16662,1.167,1.16665,,M1|DISPLACEMENT|2026-08-24T10:44:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T11:26:00+00:00,10970,1.16607,1.16634,1.16608,,M1|DISPLACEMENT|2026-08-24T11:26:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T14:40:00+00:00,11164,1.16661,1.16713,1.16664,,M1|DISPLACEMENT|2026-08-24T14:40:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T15:06:00+00:00,11190,1.16633,1.1666,1.16636,,M1|DISPLACEMENT|2026-08-24T15:06:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T15:33:00+00:00,11217,1.16645,1.16712,1.16653,,M1|DISPLACEMENT|2026-08-24T15:33:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T16:42:00+00:00,11286,1.16675,1.1671,1.16677,,M1|DISPLACEMENT|2026-08-24T16:42:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T17:17:00+00:00,11321,1.16644,1.16678,1.16645,,M1|DISPLACEMENT|2026-08-24T17:17:00+00:00|-1
B,M1,DISPLACEMENT,-1,2026-08-24T17:51:00+00:00,11355,1.1666,1.16704,1.16662,,M1|DISPLACEMENT|2026-08-24T17:51:00+00:00|-1
B,M1,OB,1,2026-08-24T00:06:00+00:00,10290,1.16757,1.16758,,OB_M1_10290_BULL,M1|OB|2026-08-24T00:06:00+00:00|1
B,M1,OB,-1,2026-08-24T00:37:00+00:00,10321,1.16782,1.16783,,OB_M1_10321_BEAR,M1|OB|2026-08-24T00:37:00+00:00|-1
B,M1,OB,-1,2026-08-24T01:32:00+00:00,10376,1.16788,1.16798,,OB_M1_10376_BEAR,M1|OB|2026-08-24T01:32:00+00:00|-1
B,M1,OB,-1,2026-08-24T02:38:00+00:00,10442,1.16758,1.16764,,OB_M1_10442_BEAR,M1|OB|2026-08-24T02:38:00+00:00|-1
B,M1,OB,-1,2026-08-24T03:09:00+00:00,10473,1.16844,1.1686,,OB_M1_10473_BEAR,M1|OB|2026-08-24T03:09:00+00:00|-1
B,M1,OB,1,2026-08-24T03:11:00+00:00,10475,1.16835,1.16845,,OB_M1_10475_BULL,M1|OB|2026-08-24T03:11:00+00:00|1
B,M1,OB,-1,2026-08-24T06:09:00+00:00,10653,1.16808,1.16817,,OB_M1_10653_BEAR,M1|OB|2026-08-24T06:09:00+00:00|-1
B,M1,OB,-1,2026-08-24T06:28:00+00:00,10672,1.16815,1.16818,,OB_M1_10672_BEAR,M1|OB|2026-08-24T06:28:00+00:00|-1
B,M1,OB,1,2026-08-24T06:46:00+00:00,10690,1.16796,1.16798,,OB_M1_10690_BULL,M1|OB|2026-08-24T06:46:00+00:00|1
B,M1,OB,1,2026-08-24T07:11:00+00:00,10715,1.1676,1.16772,,OB_M1_10715_BULL,M1|OB|2026-08-24T07:11:00+00:00|1
B,M1,OB,1,2026-08-24T07:24:00+00:00,10728,1.16778,1.16784,,OB_M1_10728_BULL,M1|OB|2026-08-24T07:24:00+00:00|1
B,M1,OB,1,2026-08-24T07:53:00+00:00,10757,1.16802,1.16807,,OB_M1_10757_BULL,M1|OB|2026-08-24T07:53:00+00:00|1
B,M1,OB,1,2026-08-24T08:56:00+00:00,10820,1.1678,1.16787,,OB_M1_10820_BULL,M1|OB|2026-08-24T08:56:00+00:00|1
B,M1,OB,1,2026-08-24T09:24:00+00:00,10848,1.16747,1.16758,,OB_M1_10848_BULL,M1|OB|2026-08-24T09:24:00+00:00|1
B,M1,OB,1,2026-08-24T09:29:00+00:00,10853,1.16744,1.16752,,OB_M1_10853_BULL,M1|OB|2026-08-24T09:29:00+00:00|1
B,M1,OB,1,2026-08-24T11:35:00+00:00,10979,1.16615,1.16621,,OB_M1_10979_BULL,M1|OB|2026-08-24T11:35:00+00:00|1
B,M1,OB,1,2026-08-24T11:37:00+00:00,10981,1.16622,1.16628,,OB_M1_10981_BULL,M1|OB|2026-08-24T11:37:00+00:00|1
B,M1,OB,1,2026-08-24T11:43:00+00:00,10987,1.1664,1.16648,,OB_M1_10987_BULL,M1|OB|2026-08-24T11:43:00+00:00|1
B,M1,OB,1,2026-08-24T11:48:00+00:00,10992,1.16641,1.16652,,OB_M1_10992_BULL,M1|OB|2026-08-24T11:48:00+00:00|1
B,M1,OB,1,2026-08-24T12:15:00+00:00,11019,1.16612,1.16628,,OB_M1_11019_BULL,M1|OB|2026-08-24T12:15:00+00:00|1
B,M1,OB,1,2026-08-24T13:19:00+00:00,11083,1.16644,1.16652,,OB_M1_11083_BULL,M1|OB|2026-08-24T13:19:00+00:00|1
B,M1,OB,-1,2026-08-24T13:28:00+00:00,11092,1.16654,1.1666,,OB_M1_11092_BEAR,M1|OB|2026-08-24T13:28:00+00:00|-1
B,M1,OB,1,2026-08-24T14:35:00+00:00,11159,1.16657,1.1667,,OB_M1_11159_BULL,M1|OB|2026-08-24T14:35:00+00:00|1
B,M1,OB,1,2026-08-24T15:20:00+00:00,11204,1.16669,1.16679,,OB_M1_11204_BULL,M1|OB|2026-08-24T15:20:00+00:00|1
B,M1,OB,-1,2026-08-24T15:31:00+00:00,11215,1.1672,1.16735,,OB_M1_11215_BEAR,M1|OB|2026-08-24T15:31:00+00:00|-1
B,M1,OB,-1,2026-08-24T17:51:00+00:00,11355,1.16697,1.16704,,OB_M1_11355_BEAR,M1|OB|2026-08-24T17:51:00+00:00|-1
B,M1,OB,1,2026-08-24T18:18:00+00:00,11382,1.16666,1.16676,,OB_M1_11382_BULL,M1|OB|2026-08-24T18:18:00+00:00|1
B,M1,OB,-1,2026-08-24T18:45:00+00:00,11409,1.16688,1.16697,,OB_M1_11409_BEAR,M1|OB|2026-08-24T18:45:00+00:00|-1
B,M1,OB,-1,2026-08-24T19:01:00+00:00,11425,1.16638,1.16649,,OB_M1_11425_BEAR,M1|OB|2026-08-24T19:01:00+00:00|-1
B,M1,OB,1,2026-08-24T19:02:00+00:00,11426,1.16629,1.16647,,OB_M1_11426_BULL,M1|OB|2026-08-24T19:02:00+00:00|1
B,M1,OB,-1,2026-08-24T19:09:00+00:00,11433,1.16663,1.16672,,OB_M1_11433_BEAR,M1|OB|2026-08-24T19:09:00+00:00|-1
B,M1,OB,-1,2026-08-24T19:14:00+00:00,11438,1.16676,1.16686,,OB_M1_11438_BEAR,M1|OB|2026-08-24T19:14:00+00:00|-1
B,M1,FVG,1,2026-08-24T00:07:00+00:00,10291,1.16758,1.16768,,FVG_M1_10291_BULL,M1|FVG|2026-08-24T00:07:00+00:00|1
B,M1,FVG,-1,2026-08-24T00:09:00+00:00,10293,1.16766,1.16768,,FVG_M1_10293_BEAR,M1|FVG|2026-08-24T00:09:00+00:00|-1
B,M1,FVG,-1,2026-08-24T00:10:00+00:00,10294,1.16765,1.16766,,FVG_M1_10294_BEAR,M1|FVG|2026-08-24T00:10:00+00:00|-1
B,M1,FVG,-1,2026-08-24T00:14:00+00:00,10298,1.16764,1.16765,,FVG_M1_10298_BEAR,M1|FVG|2026-08-24T00:14:00+00:00|-1
B,M1,FVG,1,2026-08-24T00:17:00+00:00,10301,1.16764,1.16765,,FVG_M1_10301_BULL,M1|FVG|2026-08-24T00:17:00+00:00|1
B,M1,FVG,1,2026-08-24T00:18:00+00:00,10302,1.16765,1.16771,,FVG_M1_10302_BULL,M1|FVG|2026-08-24T00:18:00+00:00|1
B,M1,FVG,1,2026-08-24T00:21:00+00:00,10305,1.16771,1.1678,,FVG_M1_10305_BULL,M1|FVG|2026-08-24T00:21:00+00:00|1
B,M1,FVG,1,2026-08-24T00:24:00+00:00,10308,1.16781,1.16784,,FVG_M1_10308_BULL,M1|FVG|2026-08-24T00:24:00+00:00|1
B,M1,FVG,1,2026-08-24T00:25:00+00:00,10309,1.16784,1.16785,,FVG_M1_10309_BULL,M1|FVG|2026-08-24T00:25:00+00:00|1
B,M1,FVG,-1,2026-08-24T00:31:00+00:00,10315,1.16784,1.16785,,FVG_M1_10315_BEAR,M1|FVG|2026-08-24T00:31:00+00:00|-1
B,M1,FVG,-1,2026-08-24T00:33:00+00:00,10317,1.16781,1.16782,,FVG_M1_10317_BEAR,M1|FVG|2026-08-24T00:33:00+00:00|-1
B,M1,FVG,1,2026-08-24T00:35:00+00:00,10319,1.16781,1.16782,,FVG_M1_10319_BULL,M1|FVG|2026-08-24T00:35:00+00:00|1
B,M1,FVG,-1,2026-08-24T00:38:00+00:00,10322,1.1678,1.16782,,FVG_M1_10322_BEAR,M1|FVG|2026-08-24T00:38:00+00:00|-1
B,M1,FVG,-1,2026-08-24T00:41:00+00:00,10325,1.16778,1.16779,,FVG_M1_10325_BEAR,M1|FVG|2026-08-24T00:41:00+00:00|-1
B,M1,FVG,-1,2026-08-24T00:42:00+00:00,10326,1.16777,1.16778,,FVG_M1_10326_BEAR,M1|FVG|2026-08-24T00:42:00+00:00|-1
B,M1,FVG,-1,2026-08-24T01:02:00+00:00,10346,1.16761,1.16778,,FVG_M1_10346_BEAR,M1|FVG|2026-08-24T01:02:00+00:00|-1
B,M1,FVG,1,2026-08-24T01:06:00+00:00,10350,1.16762,1.16765,,FVG_M1_10350_BULL,M1|FVG|2026-08-24T01:06:00+00:00|1
B,M1,FVG,1,2026-08-24T01:07:00+00:00,10351,1.16767,1.16768,,FVG_M1_10351_BULL,M1|FVG|2026-08-24T01:07:00+00:00|1
B,M1,FVG,1,2026-08-24T01:08:00+00:00,10352,1.16768,1.16772,,FVG_M1_10352_BULL,M1|FVG|2026-08-24T01:08:00+00:00|1
B,M1,FVG,1,2026-08-24T01:10:00+00:00,10354,1.16778,1.16784,,FVG_M1_10354_BULL,M1|FVG|2026-08-24T01:10:00+00:00|1
B,M1,FVG,1,2026-08-24T01:11:00+00:00,10355,1.16785,1.16787,,FVG_M1_10355_BULL,M1|FVG|2026-08-24T01:11:00+00:00|1
B,M1,FVG,-1,2026-08-24T01:16:00+00:00,10360,1.16788,1.1679,,FVG_M1_10360_BEAR,M1|FVG|2026-08-24T01:16:00+00:00|-1
B,M1,FVG,-1,2026-08-24T01:24:00+00:00,10368,1.16785,1.16787,,FVG_M1_10368_BEAR,M1|FVG|2026-08-24T01:24:00+00:00|-1
B,M1,FVG,1,2026-08-24T01:31:00+00:00,10375,1.16786,1.16788,,FVG_M1_10375_BULL,M1|FVG|2026-08-24T01:31:00+00:00|1
B,M1,FVG,-1,2026-08-24T01:37:00+00:00,10381,1.16774,1.16777,,FVG_M1_10381_BEAR,M1|FVG|2026-08-24T01:37:00+00:00|-1
B,M1,FVG,-1,2026-08-24T01:39:00+00:00,10383,1.16767,1.1677,,FVG_M1_10383_BEAR,M1|FVG|2026-08-24T01:39:00+00:00|-1
B,M1,FVG,-1,2026-08-24T01:40:00+00:00,10384,1.16762,1.16766,,FVG_M1_10384_BEAR,M1|FVG|2026-08-24T01:40:00+00:00|-1
B,M1,FVG,-1,2026-08-24T01:41:00+00:00,10385,1.16758,1.1676,,FVG_M1_10385_BEAR,M1|FVG|2026-08-24T01:41:00+00:00|-1
B,M1,FVG,1,2026-08-24T01:43:00+00:00,10387,1.16758,1.1676,,FVG_M1_10387_BULL,M1|FVG|2026-08-24T01:43:00+00:00|1
B,M1,FVG,1,2026-08-24T01:58:00+00:00,10402,1.16756,1.16757,,FVG_M1_10402_BULL,M1|FVG|2026-08-24T01:58:00+00:00|1
B,M1,FVG,1,2026-08-24T02:05:00+00:00,10409,1.1676,1.16761,,FVG_M1_10409_BULL,M1|FVG|2026-08-24T02:05:00+00:00|1
B,M1,FVG,1,2026-08-24T02:11:00+00:00,10415,1.1676,1.16761,,FVG_M1_10415_BULL,M1|FVG|2026-08-24T02:11:00+00:00|1
B,M1,FVG,1,2026-08-24T02:22:00+00:00,10426,1.16753,1.16754,,FVG_M1_10426_BULL,M1|FVG|2026-08-24T02:22:00+00:00|1
B,M1,FVG,1,2026-08-24T02:23:00+00:00,10427,1.16755,1.16758,,FVG_M1_10427_BULL,M1|FVG|2026-08-24T02:23:00+00:00|1
B,M1,FVG,-1,2026-08-24T02:43:00+00:00,10447,1.16753,1.16755,,FVG_M1_10447_BEAR,M1|FVG|2026-08-24T02:43:00+00:00|-1
B,M1,FVG,1,2026-08-24T02:46:00+00:00,10450,1.16753,1.16758,,FVG_M1_10450_BULL,M1|FVG|2026-08-24T02:46:00+00:00|1
B,M1,FVG,1,2026-08-24T02:53:00+00:00,10457,1.16777,1.16778,,FVG_M1_10457_BULL,M1|FVG|2026-08-24T02:53:00+00:00|1
B,M1,FVG,1,2026-08-24T02:54:00+00:00,10458,1.1678,1.16784,,FVG_M1_10458_BULL,M1|FVG|2026-08-24T02:54:00+00:00|1
B,M1,FVG,1,2026-08-24T02:56:00+00:00,10460,1.16788,1.16793,,FVG_M1_10460_BULL,M1|FVG|2026-08-24T02:56:00+00:00|1
B,M1,FVG,1,2026-08-24T02:59:00+00:00,10463,1.16803,1.1681,,FVG_M1_10463_BULL,M1|FVG|2026-08-24T02:59:00+00:00|1
B,M1,FVG,1,2026-08-24T03:00:00+00:00,10464,1.16812,1.16818,,FVG_M1_10464_BULL,M1|FVG|2026-08-24T03:00:00+00:00|1
B,M1,FVG,1,2026-08-24T03:02:00+00:00,10466,1.16825,1.16828,,FVG_M1_10466_BULL,M1|FVG|2026-08-24T03:02:00+00:00|1
B,M1,FVG,1,2026-08-24T03:13:00+00:00,10477,1.16846,1.16848,,FVG_M1_10477_BULL,M1|FVG|2026-08-24T03:13:00+00:00|1
